geo,wst_oper,unit,year,value
ES,GEN,KG_HAB,2021.0,482.0
EU27_2020,GEN,KG_HAB,2021.0,534.0
ES,RCV_E,KG_HAB,2021.0,51.0
EU27_2020,RCV_E,KG_HAB,2021.0,135.0
ES,RCY,KG_HAB,2021.0,211.0
EU27_2020,RCY,KG_HAB,2021.0,266.0
ES,RCY_C_D,KG_HAB,2021.0,105.0
EU27_2020,RCY_C_D,KG_HAB,2021.0,102.0
ES,RCY_M,KG_HAB,2021.0,106.0
EU27_2020,RCY_M,KG_HAB,2021.0,163.0
ES,TRT,KG_HAB,2021.0,482.0
EU27_2020,TRT,KG_HAB,2021.0,527.0
ES,DSP_I,KG_HAB,2022.0,0.0
EU27_2020,DSP_I,KG_HAB,2022.0,2.0
ES,DSP_I_RCV_E,KG_HAB,2022.0,49.0
EU27_2020,DSP_I_RCV_E,KG_HAB,2022.0,131.0
ES,DSP_L_OTH,KG_HAB,2022.0,226.0
EU27_2020,DSP_L_OTH,KG_HAB,2022.0,117.0
ES,GEN,KG_HAB,2022.0,482.0
EU27_2020,GEN,KG_HAB,2022.0,515.0
ES,RCV_E,KG_HAB,2022.0,49.0
EU27_2020,RCV_E,KG_HAB,2022.0,128.0
ES,RCY,KG_HAB,2022.0,207.0
EU27_2020,RCY,KG_HAB,2022.0,253.0
ES,RCY_C_D,KG_HAB,2022.0,106.0
EU27_2020,RCY_C_D,KG_HAB,2022.0,98.0
ES,RCY_M,KG_HAB,2022.0,101.0
EU27_2020,RCY_M,KG_HAB,2022.0,154.0
ES,TRT,KG_HAB,2022.0,482.0
EU27_2020,TRT,KG_HAB,2022.0,502.0
ES,DSP_I,KG_HAB,2023.0,0.0
EU27_2020,DSP_I,KG_HAB,2023.0,3.0
ES,DSP_I_RCV_E,KG_HAB,2023.0,49.0
EU27_2020,DSP_I_RCV_E,KG_HAB,2023.0,129.0
ES,DSP_L_OTH,KG_HAB,2023.0,223.0
EU27_2020,DSP_L_OTH,KG_HAB,2023.0,115.0
ES,GEN,KG_HAB,2023.0,465.0
EU27_2020,GEN,KG_HAB,2023.0,511.0
ES,RCV_E,KG_HAB,2023.0,49.0
EU27_2020,RCV_E,KG_HAB,2023.0,127.0
ES,RCY,KG_HAB,2023.0,193.0
EU27_2020,RCY,KG_HAB,2023.0,246.0
ES,RCY_C_D,KG_HAB,2023.0,96.0
EU27_2020,RCY_C_D,KG_HAB,2023.0,99.0
ES,RCY_M,KG_HAB,2023.0,96.0
EU27_2020,RCY_M,KG_HAB,2023.0,147.0
ES,TRT,KG_HAB,2023.0,465.0
EU27_2020,TRT,KG_HAB,2023.0,492.0
