"idp";"fep";"sexo";"edad";"nacionalidad";"cpro";"grurba";"compra1";"compra2";"compra3";"compra4";"compra5";"donde1";"donde2";"donde3";"donde4";"donde5";"como";"alides1";"alides2";"alides3";"alides4";"alides5";"alides6";"respalim";"acaract1";"acaract2";"acaract3";"acaract4";"acaract5";"acaract6";"acaract7";"fresco";"higiene1";"higiene2";"higiene3";"higiene4";"higiene5";"higiene6";"higiene7";"pimport1";"pimport2";"pimport3";"pimport4";"pimport5";"pimport6";"resphig";"rnueva";"rcaract1";"rcaract2";"rcaract3";"rcaract4";"rcaract5";"rcaract6";"rcaract7";"rdes";"rnousa";"resprop";"medida1";"medida2";"medida3";"medida4";"medida5";"medida6";"medida7";"medida8";"noreduce1";"noreduce2";"noreduce3";"noreduce4";"noreduce5";"co2";"realiza";"vdispo1";"vdispo2";"vdispo3";"vdispo4";"vdispo5";"aguso1";"aguso2";"aguso3";"aguso4";"mtrans1";"mtrans2";"mtrans3";"mtrans4";"mtrans5";"mtrans6";"mtrans7";"mtrans8";"mmotiv1";"mmotiv2";"mmotiv3";"mmotiv4";"mmotiv5";"mmotiv6";"mmotiv7";"mmotiv8";"actitud";"mambient";"afecta";"actdigi";"nososte1";"nososte2";"nososte3";"nososte4";"nososte5";"nososte6";"nososte7";"confia";"propos1";"propos2";"propos3";"propos4";"propos5";"propos6";"propos7";"propos8";"nperson";"marco";"tipoh";"cest";"sactual";"ttrabajo";"cno";"ing"
1004;1033,508414441;"1";"68";"1";"04";"1";"3";"1";"1";"1";"3";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"4";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"1";"3";"1";"1";"2";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"2";"9";"2";"1";"2";"2";"2";"2";"2";"2";"4";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"2";"8";"-9";"-9";"4"
623;1301,73050653336;"1";"38";"1";"04";"1";"2";"1";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"1";"3";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"7";"2";"2";"2";"1";"2";"2";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"2";"3";"3";"5";"3";"1";"3";"7";"6"
2693;1374,16584177058;"1";"24";"1";"04";"1";"2";"2";"1";"3";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"2";"2";"5";"2";"2";"1";"1";"2";"1";"2";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"4";"4";"2";"5";"6";"-9";"4";"4"
934;1174,36277795332;"1";"51";"1";"04";"1";"3";"1";"1";"2";"3";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"2";"1";"2";"2";"2";"1";"2";"2";"4";"1";"1";"1";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"1";"5";"2";"2";"1";"2";"2";"1";"1";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"4";"3";"5";"2";"99";"-9";"-9";"99"
4496;1174,36277795332;"1";"54";"1";"04";"1";"2";"1";"3";"3";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"3";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"5";"1";"1";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"1";"8";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"6";"4";"4";"7";"1";"2";"3";"6"
2948;1033,508414441;"1";"69";"1";"04";"1";"3";"1";"2";"3";"3";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"3";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"3";"1";"5";"2";"2";"1";"2";"2";"2";"2";"2";"3";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"3";"1";"8";"-9";"-9";"4"
2146;2248,09577129031;"6";"33";"3";"04";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"5";"1";"2";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"2";"2";"2";"1";"3";"4";"4";"3";"1";"2";"2";"2";"2";"1";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"5";"2";"3";"4";"3"
3175;1128,75663976283;"6";"25";"1";"04";"1";"3";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"3";"1";"1";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"4";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"2";"3";"1";"1";"1";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"1";"3";"2";"2";"1";"2";"2";"2";"2";"2";"3";"1";"2";"2";"2";"2";"1";"2";"2";"3";"3";"4";"3";"7";"-9";"-9";"5"
2774;1367,76797864188;"1";"27";"1";"04";"1";"3";"1";"3";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"4";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"4";"2";"1";"1";"2";"2";"1";"3";"3";"4";"3";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"3";"3";"3";"1";"1";"2";"2";"2";"2";"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"3";"3";"4";"6";"1";"3";"3";"7"
2374;1374,16584177058;"1";"22";"1";"04";"1";"3";"2";"2";"3";"2";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"4";"4";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"2";"3";"3";"4";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"7";"1";"2";"1";"2";"2";"2";"1";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"1";"3";"8";"2"
1103;1078,57787742939;"6";"33";"1";"04";"1";"2";"2";"2";"3";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"10";"1";"2";"1";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"3";"6";"1";"3";"2";"5"
4046;1056,16913135907;"1";"40";"1";"04";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"2";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"99";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"1";"7";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"8";"1";"3";"2";"5"
4366;1186,19636697561;"1";"59";"1";"04";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"2";"3";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"3";"3";"1";"3";"3";"6"
3454;1367,76797864188;"1";"27";"1";"04";"1";"3";"2";"3";"3";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"2";"4";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"4";"2";"2";"1";"1";"1";"2";"2";"2";"3";"2";"2";"2";"2";"1";"2";"2";"2";"8";"8";"5";"1";"9";"-9";"-9";"3"
2232;981,10869493739;"6";"43";"1";"04";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"99";"99";"1";"3";"3";"4";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"7";"2";"2";"1";"1";"2";"1";"2";"2";"3";"1";"1";"1";"2";"2";"2";"2";"2";"4";"4";"4";"2";"1";"3";"7";"5"
2622;1295,22711438573;"1";"16";"1";"04";"1";"2";"1";"3";"3";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"4";"1";"2";"1";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"2";"2";"2";"1";"1";"4";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"1";"9";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"3";"3";"4";"2";"7";"-9";"-9";"98"
3972;1353,02121865858;"6";"16";"1";"04";"1";"2";"1";"2";"3";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"3";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"3";"1";"1";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"3";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"2";"2";"7";"2";"2";"1";"1";"2";"2";"2";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"4";"2";"7";"-9";"-9";"4"
1685;1128,75663976283;"6";"26";"1";"04";"1";"3";"1";"2";"3";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"5";"1";"1";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"1";"2";"1";"1";"2";"2";"1";"2";"2";"3";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"3";"2";"6";"2";"2";"1";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"6";"1";"2";"2";"3"
2600;1196,34639233973;"6";"21";"1";"04";"1";"3";"1";"2";"3";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"5";"1";"1";"2";"1";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"1";"3";"1";"1";"2";"2";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"2";"1";"5";"2";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"2";"1";"2";"2";"2";"2";"4";"3";"4";"2";"2";"3";"5";"3"
3000;1056,16913135907;"1";"40";"1";"04";"1";"3";"1";"2";"3";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"4";"5";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"2";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"7";"2";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"4";"2";"4";"6";"1";"3";"3";"4"
996;1264,79554045744;"1";"45";"1";"04";"1";"3";"1";"1";"3";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"4";"1";"1";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"1";"1";"1";"2";"2";"1";"4";"1";"1";"4";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"3";"1";"8";"2";"2";"2";"2";"1";"2";"2";"2";"4";"1";"2";"1";"2";"2";"2";"2";"2";"4";"2";"4";"6";"2";"1";"2";"5"
3583;1496,39431740033;"1";"72";"1";"04";"1";"3";"1";"1";"2";"3";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"4";"4";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"10";"3";"2";"1";"2";"2";"2";"1";"2";"3";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"3";"5";"8";"-9";"-9";"5"
479;1078,57787742939;"6";"33";"1";"04";"1";"2";"1";"1";"1";"1";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"5";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"2";"3";"3";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"1";"9";"1";"2";"1";"1";"2";"2";"1";"2";"3";"1";"1";"2";"1";"2";"2";"2";"2";"3";"2";"5";"8";"1";"3";"2";"7"
3677;1204,37713216651;"6";"57";"1";"04";"1";"2";"1";"1";"3";"3";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"2";"2";"2";"1";"2";"1";"3";"1";"1";"2";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"2";"11";"-9";"-9";"3"
634;2203,02630830193;"1";"67";"3";"04";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"1";"2";"1";"2";"2";"3";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"10";"99";"2";"2";"2";"2";"1";"2";"2";"3";"2";"2";"1";"2";"2";"2";"2";"2";"3";"3";"4";"0";"8";"-9";"-9";"3"
4997;1014,3927355946;"6";"53";"1";"04";"1";"3";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"2";"4";"1";"1";"1";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"2";"7";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"4";"4";"4";"2";"11";"-9";"-9";"4"
578;1353,02121865858;"6";"17";"1";"04";"1";"3";"2";"2";"3";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"3";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"3";"4";"1";"1";"1";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"2";"1";"1";"1";"1";"2";"2";"3";"1";"1";"2";"2";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"1";"7";"2";"2";"2";"1";"2";"1";"1";"2";"3";"1";"1";"2";"2";"2";"2";"2";"2";"4";"4";"4";"2";"7";"-9";"-9";"4"
3759;1264,79554045744;"1";"48";"1";"04";"1";"3";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"1";"1";"1";"1";"2";"2";"3";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"3";"1";"9";"1";"2";"1";"1";"1";"2";"1";"2";"3";"2";"2";"1";"2";"2";"2";"2";"2";"4";"2";"4";"7";"1";"3";"-1";"7"
3496;1519,057159036;"6";"73";"1";"04";"1";"3";"1";"1";"2";"3";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"4";"4";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"10";"1";"2";"2";"2";"2";"2";"1";"2";"4";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"2";"8";"-9";"-9";"4"
1403;1264,79554045744;"1";"46";"1";"04";"1";"3";"1";"2";"3";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"2";"2";"1";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"1";"4";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"3";"2";"4";"3";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"2";"2";"1";"1";"2";"2";"4";"2";"4";"3";"2";"3";"5";"7"
4052;1014,3927355946;"6";"51";"1";"04";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"4";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"1";"1";"1";"2";"2";"1";"4";"3";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"1";"10";"3";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"3";"2";"4";"7";"1";"3";"2";"5"
131;1295,22711438573;"1";"19";"1";"04";"1";"3";"1";"1";"3";"3";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"4";"4";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"1";"4";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"3";"3";"2";"2";"2";"2";"2";"2";"2";"1";"3";"2";"2";"2";"2";"2";"2";"2";"1";"4";"3";"4";"2";"7";"-9";"-9";"5"
3415;1078,57787742939;"6";"33";"1";"04";"1";"3";"1";"1";"3";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"4";"1";"1";"1";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"2";"1";"1";"1";"1";"2";"1";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"7";"3";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"4";"2";"4";"5";"2";"3";"9";"4"
