"idp";"fep";"sexo";"edad";"nacionalidad";"cpro";"grurba";"compra1";"compra2";"compra3";"compra4";"compra5";"donde1";"donde2";"donde3";"donde4";"donde5";"como";"alides1";"alides2";"alides3";"alides4";"alides5";"alides6";"respalim";"acaract1";"acaract2";"acaract3";"acaract4";"acaract5";"acaract6";"acaract7";"fresco";"higiene1";"higiene2";"higiene3";"higiene4";"higiene5";"higiene6";"higiene7";"pimport1";"pimport2";"pimport3";"pimport4";"pimport5";"pimport6";"resphig";"rnueva";"rcaract1";"rcaract2";"rcaract3";"rcaract4";"rcaract5";"rcaract6";"rcaract7";"rdes";"rnousa";"resprop";"medida1";"medida2";"medida3";"medida4";"medida5";"medida6";"medida7";"medida8";"noreduce1";"noreduce2";"noreduce3";"noreduce4";"noreduce5";"co2";"realiza";"vdispo1";"vdispo2";"vdispo3";"vdispo4";"vdispo5";"aguso1";"aguso2";"aguso3";"aguso4";"mtrans1";"mtrans2";"mtrans3";"mtrans4";"mtrans5";"mtrans6";"mtrans7";"mtrans8";"mmotiv1";"mmotiv2";"mmotiv3";"mmotiv4";"mmotiv5";"mmotiv6";"mmotiv7";"mmotiv8";"actitud";"mambient";"afecta";"actdigi";"nososte1";"nososte2";"nososte3";"nososte4";"nososte5";"nososte6";"nososte7";"confia";"propos1";"propos2";"propos3";"propos4";"propos5";"propos6";"propos7";"propos8";"nperson";"marco";"tipoh";"cest";"sactual";"ttrabajo";"cno";"ing"
4783;1189,4431506343;"6";"58";"1";"23";"2";"3";"1";"1";"2";"3";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"5";"1";"2";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"2";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"2";"1";"8";"99";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"3";"2";"1";"3";"7";"1"
5187;1338,00394791971;"1";"24";"1";"23";"2";"3";"1";"2";"3";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"4";"5";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"7";"2";"2";"2";"1";"2";"2";"2";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"7";"-9";"-9";"4"
2593;1464,78016091337;"6";"79";"1";"23";"2";"3";"1";"2";"2";"3";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"4";"4";"1";"1";"1";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"2";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"3";"1";"9";"3";"2";"1";"1";"2";"1";"1";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"4";"1";"5";"0";"11";"-9";"-9";"4"
4866;1464,78016091337;"6";"77";"1";"23";"2";"3";"1";"1";"1";"3";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"3";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"99";"3";"3";"3";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"8";"99";"2";"2";"2";"2";"2";"2";"1";"3";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"3";"2";"8";"-9";"-9";"4"
2158;1219,33479313985;"6";"61";"1";"23";"2";"3";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"2";"4";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"3";"3";"1";"1";"1";"2";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"3";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"3";"8";"-9";"-9";"5"
452;1023,21164152909;"6";"53";"1";"23";"2";"3";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"4";"5";"1";"2";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"1";"1";"3";"3";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"1";"10";"2";"1";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"1";"1";"2";"2";"3";"3";"4";"2";"11";"-9";"-9";"2"
954;1008,76113636997;"6";"38";"1";"23";"2";"3";"1";"1";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"3";"4";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"3";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"7";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"5";"2";"4";"3";"6";"-9";"5";"6"
676;1219,33479313985;"6";"64";"1";"23";"2";"3";"1";"1";"1";"3";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"4";"4";"1";"2";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"3";"3";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"6";"2";"2";"1";"2";"2";"2";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"3";"3";"4";"1";"6";"-9";"9";"6"
1571;1338,00394791971;"1";"22";"1";"23";"2";"3";"1";"1";"3";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"1";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"2";"2";"4";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"2";"6";"2";"1";"2";"2";"2";"2";"2";"2";"3";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"2";"6";"-9";"9";"1"
1352;1189,4431506343;"6";"55";"1";"23";"2";"3";"1";"1";"2";"3";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"4";"4";"1";"2";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"99";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"3";"2";"1";"1";"2";"2";"1";"2";"2";"3";"1";"1";"2";"2";"2";"1";"2";"2";"3";"3";"2";"2";"11";"-9";"-9";"3"
3480;1163,18135500421;"1";"54";"1";"23";"2";"2";"2";"1";"2";"3";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"5";"2";"2";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"1";"4";"3";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"3";"1";"7";"99";"2";"1";"2";"2";"2";"1";"2";"3";"1";"2";"2";"1";"2";"2";"2";"2";"3";"2";"5";"2";"1";"3";"8";"4"
2229;994,08895352206;"6";"41";"1";"23";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"3";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"1";"5";"1";"2";"2";"1";"1";"2";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"3";"1";"2";"3";"2";"1";"1";"2";"1";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"2";"5";"3";"5";"3";"1";"3";"2";"4"
367;1123,27714543405;"6";"28";"1";"23";"2";"3";"1";"2";"3";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"2";"2";"2";"2";"2";"2";"1";"2";"2";"4";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"5";"3";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"3";"7";"7";"-9";"-9";"5"
2316;994,08895352206;"6";"44";"1";"23";"2";"2";"1";"2";"3";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"5";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"1";"1";"1";"1";"1";"1";"3";"3";"3";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"5";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"4";"2";"4";"7";"1";"3";"2";"7"
460;1008,76113636997;"6";"39";"1";"23";"2";"3";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"5";"1";"1";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"1";"1";"4";"3";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"8";"2";"2";"1";"2";"2";"2";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"2";"3";"2";"4";"7";"3";"3";"2";"7"
2878;1023,21164152909;"6";"54";"1";"23";"2";"3";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"99";"99";"99";"99";"99";"1";"1";"4";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"4";"1";"2";"1";"2";"2";"2";"2";"2";"3";"2";"1";"2";"2";"2";"2";"2";"2";"3";"3";"2";"2";"99";"-9";"-9";"3"
3273;1173,53544405995;"1";"55";"1";"23";"2";"3";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"5";"1";"1";"2";"1";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"4";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"3";"1";"2";"2";"1";"2";"2";"2";"3";"1";"1";"2";"1";"2";"2";"2";"2";"3";"3";"4";"6";"1";"2";"2";"7"
5004;994,08895352206;"6";"44";"1";"23";"2";"3";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"2";"1";"1";"4";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"99";"2";"1";"2";"2";"2";"2";"2";"3";"2";"1";"2";"2";"1";"1";"2";"2";"4";"3";"4";"2";"6";"-9";"9";"4"
2941;1274,62487413105;"1";"35";"1";"23";"2";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"1";"4";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"9";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"3";"7";"9";"-9";"-9";"4"
883;994,08895352206;"6";"44";"1";"23";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"1";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"4";"3";"4";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"5";"2";"2";"1";"1";"1";"1";"2";"2";"3";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"3";"2";"1";"3";"5";"5"
4497;1464,78016091337;"6";"70";"1";"23";"2";"3";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"4";"5";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"2";"1";"3";"2";"1";"2";"2";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"1";"7";"99";"2";"1";"2";"2";"2";"2";"2";"3";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"3";"1";"8";"-9";"-9";"6"
2599;1332,40598060175;"1";"25";"1";"23";"2";"2";"1";"1";"3";"3";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"5";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"8";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"3";"3";"4";"5";"1";"3";"9";"4"
3679;1039,93737374471;"1";"66";"1";"23";"2";"2";"2";"1";"2";"3";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"4";"4";"1";"1";"2";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"3";"4";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"8";"2";"2";"2";"2";"2";"1";"2";"2";"3";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"3";"1";"8";"-9";"-9";"5"
4716;1200,96476260747;"6";"65";"1";"23";"2";"3";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"4";"4";"1";"2";"1";"1";"1";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"3";"2";"1";"2";"2";"2";"1";"2";"2";"3";"1";"1";"1";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"2";"2";"8";"3";"2";"2";"1";"2";"1";"2";"2";"3";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"8";"-9";"-9";"4"
3248;1292,14423693331;"1";"34";"1";"23";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"1";"2";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"3";"1";"4";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"9";"2";"2";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"6";"7";"-9";"-9";"5"
2568;1464,78016091337;"6";"74";"1";"23";"2";"3";"1";"1";"1";"3";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"3";"1";"5";"99";"1";"1";"1";"1";"2";"1";"2";"3";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"1";"11";"-9";"-9";"4"
4837;1189,4431506343;"6";"58";"1";"23";"2";"2";"1";"1";"3";"3";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"4";"5";"1";"2";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"99";"2";"2";"1";"4";"4";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"7";"99";"2";"1";"2";"2";"1";"1";"2";"4";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"1";"2";"3";"8";"4"
562;1464,78016091337;"6";"70";"1";"23";"2";"3";"1";"3";"3";"3";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"1";"5";"1";"2";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"99";"2";"2";"4";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"3";"1";"1";"99";"1";"2";"1";"2";"1";"2";"2";"3";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"0";"8";"-9";"-9";"4"
2835;1019,34405969053;"1";"61";"1";"23";"2";"3";"1";"2";"2";"3";"2";"1";"1";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"4";"2";"1";"2";"1";"1";"2";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"2";"10";"99";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"2";"3";"3";"6";"5"
2159;1128,86498550796;"6";"48";"1";"23";"2";"3";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"4";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"1";"1";"3";"3";"4";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"5";"3";"2";"1";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"4";"3";"4";"6";"11";"-9";"-9";"5"
3901;1268,93457160879;"1";"19";"1";"23";"2";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"1";"2";"1";"2";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"2";"1";"2";"2";"1";"4";"4";"4";"2";"1";"1";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"2";"4";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"4";"4";"4";"3";"7";"-9";"-9";"1"
4023;1242,30771935237;"1";"49";"1";"23";"2";"1";"1";"3";"3";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"3";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"-9";"-9";"-9";"-9";"-9";"-9";"-9";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"4";"2";"2";"2";"2";"2";"2";"1";"1";"4";"4";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"3";"4";"1";"3";"2";"2";"2";"2";"2";"2";"1";"4";"2";"2";"2";"2";"2";"2";"2";"1";"3";"3";"4";"6";"1";"3";"2";"8"
1620;1163,18135500421;"1";"51";"1";"23";"2";"3";"1";"1";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"1";"5";"1";"2";"1";"1";"1";"1";"2";"2";"2";"-9";"-9";"-9";"-9";"-9";"4";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"5";"3";"2";"2";"2";"1";"2";"2";"2";"4";"1";"2";"2";"2";"2";"2";"2";"2";"4";"4";"4";"6";"1";"3";"2";"6"
